source,target,weight,type
1,79,1,directed
1,97,1,directed
1,296,1,directed
1,456,3,directed
1,544,1,directed
1,546,18,directed
1,549,3,directed
1,551,3,directed
1,555,1,directed
2,42,2,directed
2,56,1,directed
2,74,1,directed
2,83,1,directed
2,147,1,directed
2,196,1,directed
2,206,2,directed
2,221,2,directed
2,267,2,directed
2,269,1,directed
2,310,5,directed
2,316,2,directed
2,385,1,directed
2,388,2,directed
2,403,2,directed
2,411,1,directed
2,454,1,directed
2,520,1,directed
2,548,2,directed
2,553,22,directed
3,4,1,directed
3,21,1,directed
3,79,2,directed
3,97,1,directed
3,103,3,directed
3,107,1,directed
3,249,1,directed
3,251,4,directed
3,263,9,directed
3,276,7,directed
3,372,2,directed
3,429,2,directed
3,434,1,directed
3,439,1,directed
3,456,2,directed
3,476,1,directed
3,481,1,directed
3,485,1,directed
3,521,1,directed
3,545,2,directed
3,551,4,directed
3,554,23,directed
3,555,5,directed
3,557,1,directed
4,19,1,directed
4,25,1,directed
4,46,5,directed
4,79,3,directed
4,82,1,directed
4,97,1,directed
4,147,1,directed
4,197,2,directed
4,221,1,directed
4,232,1,directed
4,264,1,directed
4,273,1,directed
4,274,1,directed
4,276,2,directed
4,287,1,directed
4,309,1,directed
4,310,2,directed
4,353,1,directed
4,367,4,directed
4,372,2,directed
4,385,1,directed
4,388,3,directed
4,417,1,directed
4,438,3,directed
4,454,2,directed
4,480,5,directed
4,483,3,directed
4,504,1,directed
4,545,1,directed
4,546,1,directed
4,548,17,directed
4,549,1,directed
4,553,89,directed
4,554,1,directed
5,7,1,directed
5,25,1,directed
5,54,1,directed
5,170,1,directed
5,276,6,directed
5,278,1,directed
5,287,23,directed
5,405,1,directed
5,430,1,directed
5,456,2,directed
5,549,1,directed
5,552,1,directed
5,553,1,directed
5,554,22,directed
7,7,1,directed
7,54,2,directed
7,62,1,directed
7,222,2,directed
7,227,1,directed
7,251,1,directed
7,256,1,directed
7,284,2,directed
7,287,2,directed
7,347,1,directed
7,353,2,directed
7,409,1,directed
7,414,2,directed
7,456,1,directed
7,503,1,directed
7,544,1,directed
7,545,3,directed
7,546,2,directed
7,547,1,directed
7,554,3,directed
7,555,3,directed
7,557,4,directed
9,55,1,directed
9,79,1,directed
9,97,3,directed
9,103,4,directed
9,130,1,directed
9,140,1,directed
9,145,1,directed
9,149,1,directed
9,153,1,directed
9,158,3,directed
9,178,1,directed
9,197,1,directed
9,201,1,directed
9,222,1,directed
9,227,5,directed
9,232,4,directed
9,249,1,directed
9,258,1,directed
9,263,1,directed
9,273,2,directed
9,287,60,directed
9,295,4,directed
9,296,1,directed
9,331,4,directed
9,339,1,directed
9,344,1,directed
9,353,1,directed
9,355,5,directed
9,361,1,directed
9,369,2,directed
9,376,1,directed
9,390,1,directed
9,395,10,directed
9,396,1,directed
9,403,2,directed
9,421,3,directed
9,425,1,directed
9,456,1,directed
9,493,1,directed
9,497,3,directed
9,510,1,directed
9,521,1,directed
9,543,3,directed
9,545,23,directed
9,546,3,directed
9,549,2,directed
9,551,36,directed
9,557,25,directed
10,23,1,directed
10,164,2,directed
10,174,2,directed
10,180,1,directed
10,197,4,directed
10,199,1,directed
10,206,1,directed
10,233,1,directed
10,237,1,directed
10,251,1,directed
10,256,1,directed
10,258,1,directed
10,263,6,directed
10,276,1,directed
10,284,2,directed
10,343,1,directed
10,394,1,directed
10,418,1,directed
10,456,1,directed
10,463,1,directed
10,476,2,directed
10,499,4,directed
10,503,2,directed
10,527,2,directed
10,554,25,directed
12,127,1,directed
12,143,1,directed
12,197,1,directed
12,204,1,directed
12,323,2,directed
12,396,1,directed
12,425,1,directed
12,431,1,directed
12,434,1,directed
12,438,1,directed
12,469,1,directed
12,551,6,directed
13,7,12,directed
13,14,3,directed
13,47,1,directed
13,61,1,directed
13,78,2,directed
13,84,1,directed
13,112,1,directed
13,127,1,directed
13,182,3,directed
13,184,2,directed
13,233,17,directed
13,248,1,directed
13,256,1,directed
13,271,1,directed
13,334,1,directed
13,336,1,directed
13,353,1,directed
13,376,2,directed
13,412,3,directed
13,502,2,directed
13,514,1,directed
13,544,1,directed
13,546,1,directed
13,547,1,directed
13,549,1,directed
13,551,3,directed
13,552,7,directed
13,554,1,directed
13,555,2,directed
14,7,1,directed
14,9,1,directed
14,21,2,directed
14,47,1,directed
14,79,1,directed
14,84,4,directed
14,97,2,directed
14,144,1,directed
14,221,1,directed
14,253,1,directed
14,256,2,directed
14,263,1,directed
14,271,1,directed
14,273,1,directed
14,322,3,directed
14,344,1,directed
14,353,2,directed
14,361,1,directed
14,372,3,directed
14,397,1,directed
14,405,1,directed
14,456,3,directed
14,481,1,directed
14,510,1,directed
14,517,1,directed
14,531,1,directed
14,545,1,directed
14,546,3,directed
14,549,7,directed
14,552,2,directed
14,555,1,directed
14,557,1,directed
16,7,2,directed
16,18,1,directed
16,29,1,directed
16,36,1,directed
16,47,1,directed
16,48,8,directed
16,54,2,directed
16,88,1,directed
16,97,2,directed
16,107,1,directed
16,112,1,directed
16,117,1,directed
16,134,4,directed
16,135,1,directed
16,139,1,directed
16,140,1,directed
16,141,1,directed
16,143,12,directed
16,145,1,directed
16,150,1,directed
16,153,8,directed
16,160,1,directed
16,180,2,directed
16,181,1,directed
16,194,5,directed
16,195,2,directed
16,199,2,directed
16,208,1,directed
16,213,2,directed
16,219,8,directed
16,227,9,directed
16,230,3,directed
16,251,1,directed
16,256,3,directed
16,258,1,directed
16,263,3,directed
16,270,1,directed
16,272,7,directed
16,276,1,directed
16,281,3,directed
16,282,5,directed
16,313,3,directed
16,326,1,directed
16,327,12,directed
16,344,4,directed
16,353,2,directed
16,372,1,directed
16,383,1,directed
16,396,3,directed
16,406,1,directed
16,419,2,directed
16,429,1,directed
16,456,14,directed
16,461,8,directed
16,463,1,directed
16,466,2,directed
16,472,1,directed
16,476,3,directed
16,484,1,directed
16,491,1,directed
16,503,2,directed
16,523,2,directed
16,530,1,directed
16,531,1,directed
16,543,1,directed
16,546,3,directed
16,547,28,directed
16,551,1,directed
16,554,5,directed
16,555,7,directed
18,7,64,directed
18,14,3,directed
18,18,1,directed
18,37,5,directed
18,48,1,directed
18,53,1,directed
18,54,2,directed
18,79,1,directed
18,103,1,directed
18,110,1,directed
18,112,1,directed
18,127,1,directed
18,130,3,directed
18,143,1,directed
18,153,1,directed
18,158,2,directed
18,176,1,directed
18,208,1,directed
18,211,2,directed
18,213,1,directed
18,218,2,directed
18,221,1,directed
18,248,8,directed
18,256,1,directed
18,261,1,directed
18,272,3,directed
18,276,2,directed
18,281,1,directed
18,287,3,directed
18,297,1,directed
18,308,2,directed
18,334,2,directed
18,336,1,directed
18,353,9,directed
18,392,1,directed
18,396,5,directed
18,402,1,directed
18,404,1,directed
18,432,1,directed
18,456,3,directed
18,469,2,directed
18,497,1,directed
18,502,2,directed
18,515,3,directed
18,531,1,directed
18,541,3,directed
18,544,1,directed
18,545,7,directed
18,546,78,directed
18,547,10,directed
18,548,7,directed
18,549,35,directed
18,551,19,directed
18,552,1,directed
18,554,9,directed
18,555,74,directed
18,557,5,directed
19,21,5,directed
19,46,1,directed
19,60,1,directed
19,79,1,directed
19,83,1,directed
19,89,6,directed
19,95,1,directed
19,105,1,directed
19,126,1,directed
19,137,5,directed
19,140,1,directed
19,147,1,directed
19,149,2,directed
19,185,1,directed
19,221,2,directed
19,241,2,directed
19,264,3,directed
19,273,1,directed
19,274,3,directed
19,279,1,directed
19,301,1,directed
19,309,1,directed
19,316,3,directed
19,317,1,directed
19,378,3,directed
19,385,1,directed
19,388,1,directed
19,454,1,directed
19,520,1,directed
19,548,8,directed
19,552,1,directed
19,553,28,directed
19,554,2,directed
19,555,2,directed
20,7,1,directed
20,14,3,directed
20,16,1,directed
20,21,1,directed
20,22,1,directed
20,54,1,directed
20,78,1,directed
20,97,1,directed
20,108,1,directed
20,130,2,directed
20,144,1,directed
20,152,2,directed
20,158,2,directed
20,176,2,directed
20,195,1,directed
20,220,2,directed
20,227,4,directed
20,234,1,directed
20,248,3,directed
20,252,2,directed
20,258,2,directed
20,263,3,directed
20,270,1,directed
20,276,4,directed
20,277,1,directed
20,281,2,directed
20,295,1,directed
20,308,1,directed
20,323,1,directed
20,347,1,directed
20,363,1,directed
20,369,1,directed
20,395,2,directed
20,404,1,directed
20,425,1,directed
20,456,1,directed
20,469,1,directed
20,476,1,directed
20,484,1,directed
20,485,1,directed
20,515,2,directed
20,518,1,directed
20,528,1,directed
20,541,1,directed
20,544,2,directed
20,545,16,directed
20,546,7,directed
20,547,1,directed
20,549,4,directed
20,551,37,directed
20,552,6,directed
20,554,3,directed
20,555,15,directed
20,557,4,directed
21,7,2,directed
21,8,1,directed
21,16,1,directed
21,46,1,directed
21,83,2,directed
21,97,2,directed
21,105,2,directed
21,127,1,directed
21,134,1,directed
21,135,2,directed
21,140,4,directed
21,158,1,directed
21,176,1,directed
21,184,1,directed
21,191,1,directed
21,195,1,directed
21,221,4,directed
21,241,1,directed
21,251,1,directed
21,256,1,directed
21,257,1,directed
21,263,2,directed
21,265,1,directed
21,267,1,directed
21,273,1,directed
21,276,5,directed
21,287,1,directed
21,296,5,directed
21,309,9,directed
21,347,1,directed
21,353,1,directed
21,360,1,directed
21,363,1,directed
21,385,2,directed
21,388,2,directed
21,451,1,directed
21,454,1,directed
21,456,8,directed
21,481,2,directed
21,488,2,directed
21,497,2,directed
21,511,3,directed
21,515,1,directed
21,526,1,directed
21,541,4,directed
21,545,4,directed
21,546,17,directed
21,547,8,directed
21,548,51,directed
21,549,4,directed
21,552,1,directed
21,553,49,directed
21,554,10,directed
21,555,2,directed
21,557,6,directed
22,22,3,directed
22,53,1,directed
22,79,2,directed
22,81,1,directed
22,97,7,directed
22,127,1,directed
22,131,7,directed
22,134,4,directed
22,152,1,directed
22,158,1,directed
22,178,2,directed
22,203,1,directed
22,208,3,directed
22,214,2,directed
22,225,2,directed
22,227,2,directed
22,232,2,directed
22,234,1,directed
22,251,1,directed
22,263,3,directed
22,274,1,directed
22,282,1,directed
22,284,1,directed
22,286,1,directed
22,287,1,directed
22,295,2,directed
22,297,4,directed
22,323,1,directed
22,331,1,directed
22,355,3,directed
22,392,1,directed
22,393,1,directed
22,395,1,directed
22,456,7,directed
22,469,1,directed
22,476,2,directed
22,506,2,directed
22,533,2,directed
22,543,1,directed
22,545,12,directed
22,546,3,directed
22,549,3,directed
22,551,31,directed
22,557,1,directed
23,76,1,directed
23,174,1,directed
23,197,1,directed
23,228,1,directed
23,263,1,directed
23,276,1,directed
23,406,1,directed
23,407,2,directed
23,456,1,directed
23,463,5,directed
23,476,2,directed
23,493,1,directed
23,531,1,directed
23,535,1,directed
23,546,1,directed
23,547,1,directed
23,549,1,directed
23,551,1,directed
23,552,1,directed
23,554,31,directed
23,555,2,directed
25,121,1,directed
25,184,1,directed
25,194,2,directed
25,212,1,directed
25,287,6,directed
25,329,1,directed
25,368,1,directed
25,397,1,directed
25,405,2,directed
25,406,1,directed
25,552,1,directed
26,7,3,directed
26,14,4,directed
26,47,3,directed
26,55,1,directed
26,79,2,directed
26,83,4,directed
26,84,1,directed
26,86,3,directed
26,123,3,directed
26,127,2,directed
26,137,2,directed
26,152,1,directed
26,158,3,directed
26,177,2,directed
26,184,1,directed
26,206,1,directed
26,212,1,directed
26,216,2,directed
26,220,3,directed
26,222,3,directed
26,225,1,directed
26,227,1,directed
26,234,1,directed
26,252,5,directed
26,256,14,directed
26,258,2,directed
26,264,1,directed
26,265,3,directed
26,267,3,directed
26,273,1,directed
26,281,6,directed
26,301,2,directed
26,306,1,directed
26,307,3,directed
26,309,1,directed
26,310,2,directed
26,322,3,directed
26,329,1,directed
26,343,3,directed
26,347,1,directed
26,353,3,directed
26,355,2,directed
26,361,6,directed
26,372,4,directed
26,383,1,directed
26,385,2,directed
26,394,3,directed
26,397,2,directed
26,400,1,directed
26,411,2,directed
26,436,1,directed
26,437,1,directed
26,456,2,directed
26,478,1,directed
26,479,1,directed
26,485,1,directed
26,497,1,directed
26,502,1,directed
26,503,1,directed
26,515,1,directed
26,518,1,directed
26,541,1,directed
26,546,2,directed
26,549,9,directed
26,551,2,directed
26,552,11,directed
26,553,3,directed
26,554,6,directed
26,555,3,directed
26,557,1,directed
27,79,1,directed
27,153,1,directed
27,456,1,directed
27,476,1,directed
27,554,14,directed
28,62,3,directed
28,79,1,directed
28,82,1,directed
28,97,2,directed
28,112,1,directed
28,158,1,directed
28,189,2,directed
28,212,2,directed
28,233,1,directed
28,251,4,directed
28,258,4,directed
28,266,2,directed
28,271,1,directed
28,276,5,directed
28,287,2,directed
28,336,1,directed
28,353,1,directed
28,453,2,directed
28,456,2,directed
28,478,1,directed
28,488,1,directed
28,503,3,directed
28,517,1,directed
28,551,1,directed
28,552,2,directed
28,554,180,directed
28,557,1,directed
29,14,1,directed
29,97,3,directed
29,103,1,directed
29,180,1,directed
29,216,1,directed
29,227,1,directed
29,251,1,directed
29,327,1,directed
29,347,1,directed
29,353,3,directed
29,372,1,directed
29,396,1,directed
29,456,3,directed
29,501,1,directed
29,519,1,directed
29,530,1,directed
29,541,2,directed
29,545,2,directed
29,546,4,directed
29,548,1,directed
29,549,3,directed
29,551,7,directed
29,554,2,directed
29,555,3,directed
29,557,2,directed
32,45,2,directed
32,49,1,directed
32,69,1,directed
32,73,1,directed
32,114,4,directed
32,173,7,directed
32,198,2,directed
32,243,1,directed
32,305,3,directed
32,352,1,directed
32,474,1,directed
32,519,1,directed
32,529,1,directed
32,544,6,directed
33,546,1,directed
33,555,1,directed
34,2,1,directed
34,7,17,directed
34,13,2,directed
34,14,18,directed
34,18,7,directed
34,21,9,directed
34,46,3,directed
34,61,3,directed
34,83,4,directed
34,95,1,directed
34,97,13,directed
34,105,1,directed
34,126,3,directed
34,130,1,directed
34,140,5,directed
34,147,1,directed
34,176,1,directed
34,184,1,directed
34,196,1,directed
34,197,1,directed
34,220,2,directed
34,221,17,directed
34,222,1,directed
34,227,3,directed
34,233,15,directed
34,241,6,directed
34,242,1,directed
34,248,1,directed
34,249,1,directed
34,251,2,directed
34,256,1,directed
34,258,1,directed
34,264,2,directed
34,269,7,directed
34,273,5,directed
34,274,4,directed
34,276,7,directed
34,279,1,directed
34,287,2,directed
34,296,2,directed
34,309,2,directed
34,310,8,directed
34,317,45,directed
34,327,8,directed
34,353,1,directed
34,359,1,directed
34,360,3,directed
34,361,1,directed
34,363,3,directed
34,369,3,directed
34,385,11,directed
34,388,23,directed
34,396,5,directed
34,419,2,directed
34,451,1,directed
34,469,1,directed
34,470,2,directed
34,482,6,directed
34,485,1,directed
34,504,1,directed
34,511,6,directed
34,512,1,directed
34,539,2,directed
34,541,7,directed
34,544,6,directed
34,545,19,directed
34,546,23,directed
34,547,5,directed
34,548,202,directed
34,549,42,directed
34,551,1,directed
34,552,2,directed
34,553,293,directed
34,554,13,directed
34,555,4,directed
34,557,16,directed
35,54,4,directed
35,94,1,directed
35,143,1,directed
35,149,1,directed
35,208,1,directed
35,218,1,directed
35,396,1,directed
35,434,1,directed
35,510,2,directed
35,533,1,directed
35,546,2,directed
35,551,1,directed
35,555,6,directed
36,7,3,directed
36,8,1,directed
36,16,3,directed
36,18,1,directed
36,37,4,directed
36,48,1,directed
36,54,4,directed
36,88,2,directed
36,158,1,directed
36,160,5,directed
36,195,4,directed
36,211,2,directed
36,213,3,directed
36,218,1,directed
36,396,2,directed
36,419,10,directed
36,429,12,directed
36,456,6,directed
36,468,1,directed
36,541,3,directed
36,545,2,directed
36,546,80,directed
36,547,1,directed
36,551,1,directed
36,555,76,directed
37,18,1,directed
37,97,1,directed
37,112,1,directed
37,118,1,directed
37,134,1,directed
37,195,1,directed
37,211,1,directed
37,213,1,directed
37,218,1,directed
37,253,4,directed
37,284,1,directed
37,353,3,directed
37,437,1,directed
37,452,3,directed
37,456,4,directed
37,471,1,directed
37,515,3,directed
37,541,2,directed
37,546,5,directed
37,547,2,directed
37,551,1,directed
37,555,2,directed
38,7,22,directed
38,19,1,directed
38,79,1,directed
38,97,1,directed
38,112,1,directed
38,196,1,directed
38,274,1,directed
38,296,2,directed
38,331,1,directed
38,401,1,directed
38,440,1,directed
38,468,1,directed
38,493,1,directed
38,545,7,directed
38,551,30,directed
38,554,2,directed
38,555,1,directed
38,557,9,directed
39,21,2,directed
39,95,2,directed
39,140,1,directed
39,257,1,directed
39,309,1,directed
39,317,1,directed
39,347,1,directed
39,548,4,directed
39,551,1,directed
39,552,1,directed
39,553,29,directed
40,276,1,directed
40,358,1,directed
40,537,1,directed
40,544,3,directed
40,546,1,directed
40,554,1,directed
41,544,3,directed
41,557,1,directed
42,2,3,directed
42,14,1,directed
42,43,3,directed
42,54,2,directed
42,56,3,directed
42,66,3,directed
42,79,2,directed
42,103,1,directed
42,112,1,directed
42,121,14,directed
42,164,2,directed
42,169,1,directed
42,183,1,directed
42,197,1,directed
42,208,6,directed
42,223,2,directed
42,227,2,directed
42,233,1,directed
42,251,19,directed
42,267,12,directed
42,276,19,directed
42,281,1,directed
42,284,1,directed
42,287,1,directed
42,319,9,directed
42,322,1,directed
42,395,1,directed
42,406,18,directed
42,411,3,directed
42,453,1,directed
42,456,2,directed
42,463,1,directed
42,474,1,directed
42,476,3,directed
42,481,12,directed
42,486,3,directed
42,499,1,directed
42,503,17,directed
42,541,1,directed
42,546,3,directed
42,547,4,directed
42,548,3,directed
42,549,3,directed
42,551,8,directed
42,552,10,directed
42,553,1,directed
42,554,124,directed
42,555,6,directed
42,557,6,directed
43,16,1,directed
43,42,1,directed
43,48,1,directed
43,62,4,directed
43,79,1,directed
43,90,1,directed
43,97,1,directed
43,99,1,directed
43,112,1,directed
43,120,1,directed
43,158,1,directed
43,160,1,directed
43,178,6,directed
43,180,5,directed
43,195,2,directed
43,199,2,directed
43,228,2,directed
43,251,2,directed
43,276,11,directed
43,282,1,directed
43,284,1,directed
43,394,1,directed
43,406,1,directed
43,419,1,directed
43,450,2,directed
43,472,1,directed
43,476,2,directed
43,480,1,directed
43,486,3,directed
43,493,1,directed
43,545,3,directed
43,546,2,directed
43,549,1,directed
43,551,3,directed
43,552,3,directed
43,553,1,directed
43,554,36,directed
43,555,1,directed
43,557,1,directed
44,277,1,directed
45,7,1,directed
45,21,2,directed
45,45,1,directed
45,49,3,directed
45,54,2,directed
45,65,1,directed
45,69,5,directed
45,71,2,directed
45,73,1,directed
45,79,2,directed
45,104,1,directed
45,112,2,directed
45,115,2,directed
45,134,2,directed
45,140,1,directed
45,151,2,directed
45,152,1,directed
45,158,2,directed
45,166,2,directed
45,176,3,directed
45,193,3,directed
45,215,1,directed
45,263,1,directed
45,274,2,directed
45,276,2,directed
45,281,5,directed
45,282,2,directed
45,287,1,directed
45,327,1,directed
45,332,2,directed
45,347,1,directed
45,358,2,directed
45,360,1,directed
45,377,3,directed
45,388,2,directed
45,397,1,directed
45,456,1,directed
45,474,1,directed
45,501,2,directed
45,530,1,directed
45,544,24,directed
45,545,2,directed
45,546,4,directed
45,547,3,directed
45,553,1,directed
45,555,11,directed
46,2,1,directed
46,4,1,directed
46,7,7,directed
46,19,1,directed
46,79,1,directed
46,158,2,directed
46,191,1,directed
46,196,1,directed
46,221,1,directed
46,264,1,directed
46,287,5,directed
46,309,1,directed
46,310,1,directed
46,363,1,directed
46,385,1,directed
46,388,1,directed
46,546,2,directed
46,548,21,directed
46,549,2,directed
46,551,8,directed
46,553,51,directed
46,554,1,directed
46,555,5,directed
47,7,9,directed
47,9,4,directed
47,13,1,directed
47,14,24,directed
47,55,4,directed
47,66,2,directed
47,84,2,directed
47,86,4,directed
47,87,1,directed
47,90,1,directed
47,94,1,directed
47,110,1,directed
47,112,1,directed
47,118,5,directed
47,121,1,directed
47,123,1,directed
47,127,5,directed
47,135,1,directed
47,137,1,directed
47,149,3,directed
47,152,2,directed
47,158,1,directed
47,177,1,directed
47,182,1,directed
47,184,5,directed
47,191,2,directed
47,194,1,directed
47,206,1,directed
47,218,5,directed
47,220,6,directed
47,222,1,directed
47,225,1,directed
47,241,2,directed
47,248,5,directed
47,251,10,directed
47,252,1,directed
47,253,1,directed
47,256,4,directed
47,258,3,directed
47,263,1,directed
47,267,1,directed
47,270,3,directed
47,271,1,directed
47,273,2,directed
47,274,1,directed
47,276,1,directed
47,287,13,directed
47,292,1,directed
47,307,2,directed
47,316,1,directed
47,337,1,directed
47,343,4,directed
47,344,5,directed
47,353,11,directed
47,360,1,directed
47,361,2,directed
47,395,8,directed
47,396,9,directed
47,405,5,directed
47,411,2,directed
47,418,1,directed
47,434,3,directed
47,436,1,directed
47,456,5,directed
47,477,1,directed
47,479,1,directed
47,486,1,directed
47,494,2,directed
47,496,1,directed
47,497,2,directed
47,501,1,directed
47,503,1,directed
47,510,1,directed
47,513,1,directed
47,540,1,directed
47,545,1,directed
47,546,22,directed
47,547,8,directed
47,549,28,directed
47,551,3,directed
47,552,26,directed
47,553,1,directed
47,554,8,directed
47,555,6,directed
47,557,10,directed
48,263,1,directed
48,456,6,directed
48,546,1,directed
49,14,1,directed
49,24,1,directed
49,32,5,directed
49,41,2,directed
49,45,2,directed
49,62,5,directed
49,69,2,directed
49,71,2,directed
49,73,1,directed
49,79,2,directed
49,91,2,directed
49,103,2,directed
49,104,1,directed
49,115,2,directed
49,122,1,directed
49,127,2,directed
49,129,3,directed
49,153,1,directed
49,171,5,directed
49,186,1,directed
49,193,1,directed
49,198,4,directed
49,221,2,directed
49,233,2,directed
49,236,1,directed
49,243,4,directed
49,251,5,directed
49,258,1,directed
49,263,2,directed
49,274,1,directed
49,276,2,directed
49,280,1,directed
49,281,1,directed
49,287,1,directed
49,291,1,directed
49,318,1,directed
49,327,2,directed
49,341,1,directed
49,344,1,directed
49,352,1,directed
49,353,2,directed
49,355,1,directed
49,358,2,directed
49,371,10,directed
49,384,3,directed
49,396,1,directed
49,406,1,directed
49,425,3,directed
49,444,4,directed
49,456,4,directed
49,457,3,directed
49,474,6,directed
49,476,4,directed
49,478,2,directed
49,485,1,directed
49,499,4,directed
49,503,1,directed
49,517,1,directed
49,519,1,directed
49,529,4,directed
49,544,117,directed
49,545,3,directed
49,546,5,directed
49,548,3,directed
49,549,5,directed
49,551,4,directed
49,552,1,directed
49,553,1,directed
49,554,8,directed
49,555,7,directed
52,326,1,directed
52,456,3,directed
52,484,1,directed
52,555,3,directed
53,7,2,directed
53,16,1,directed
53,18,2,directed
53,38,1,directed
53,79,2,directed
53,97,17,directed
53,130,3,directed
53,145,1,directed
53,152,1,directed
53,158,6,directed
53,183,1,directed
53,218,8,directed
53,227,1,directed
53,234,1,directed
53,263,2,directed
53,274,2,directed
53,276,7,directed
53,287,3,directed
53,300,1,directed
53,311,2,directed
53,327,1,directed
53,353,1,directed
53,430,2,directed
53,433,1,directed
53,434,1,directed
53,465,1,directed
53,469,1,directed
53,480,2,directed
53,486,1,directed
53,506,1,directed
53,524,1,directed
53,531,1,directed
53,541,2,directed
53,545,6,directed
53,546,8,directed
53,547,1,directed
53,549,2,directed
53,551,11,directed
53,554,1,directed
53,555,1,directed
53,557,8,directed
54,468,1,directed
54,546,1,directed
54,555,8,directed
55,14,9,directed
55,25,2,directed
55,35,1,directed
55,44,2,directed
55,47,7,directed
55,74,1,directed
55,78,2,directed
55,84,9,directed
55,86,4,directed
55,103,1,directed
55,118,1,directed
55,121,2,directed
55,127,3,directed
55,144,5,directed
55,147,1,directed
55,152,1,directed
55,162,1,directed
55,184,4,directed
55,185,1,directed
55,188,1,directed
55,197,2,directed
55,212,1,directed
55,216,11,directed
55,248,2,directed
55,256,2,directed
55,258,1,directed
55,265,1,directed
55,267,1,directed
55,270,2,directed
55,273,2,directed
55,276,1,directed
55,277,4,directed
55,280,1,directed
55,287,3,directed
55,307,1,directed
55,313,7,directed
55,319,2,directed
55,322,1,directed
55,329,2,directed
55,331,1,directed
55,343,2,directed
55,344,3,directed
55,353,1,directed
55,391,1,directed
55,397,1,directed
55,436,1,directed
55,456,1,directed
55,476,4,directed
55,478,1,directed
55,480,1,directed
55,484,1,directed
55,485,1,directed
55,497,1,directed
55,513,1,directed
55,549,5,directed
55,552,11,directed
56,287,1,directed
56,298,1,directed
56,331,1,directed
56,552,1,directed
57,10,1,directed
57,43,1,directed
57,54,1,directed
57,174,3,directed
57,206,1,directed
57,223,2,directed
57,233,1,directed
57,251,6,directed
57,256,1,directed
57,258,1,directed
57,266,1,directed
57,276,7,directed
57,343,1,directed
57,383,1,directed
57,394,1,directed
57,406,1,directed
57,437,1,directed
57,453,1,directed
57,463,1,directed
57,476,1,directed
57,478,6,directed
57,481,1,directed
57,488,1,directed
57,499,2,directed
57,527,1,directed
57,547,1,directed
57,554,33,directed
58,46,1,directed
58,79,1,directed
58,130,1,directed
58,196,1,directed
58,214,2,directed
58,216,1,directed
58,269,1,directed
58,355,1,directed
58,367,1,directed
58,548,57,directed
58,551,2,directed
58,552,2,directed
58,553,38,directed
58,554,2,directed
58,555,1,directed
59,45,6,directed
59,371,5,directed
59,420,3,directed
59,544,4,directed
60,2,1,directed
60,140,1,directed
60,362,2,directed
60,451,3,directed
60,546,1,directed
60,553,5,directed
61,7,4,directed
61,13,1,directed
61,14,2,directed
61,34,3,directed
61,47,1,directed
61,54,1,directed
61,83,1,directed
61,97,22,directed
61,153,3,directed
61,158,4,directed
61,196,1,directed
61,227,6,directed
61,269,2,directed
61,276,5,directed
61,296,10,directed
61,335,1,directed
61,412,2,directed
61,517,1,directed
61,545,10,directed
61,546,2,directed
61,548,6,directed
61,549,12,directed
61,551,10,directed
61,552,2,directed
61,553,4,directed
61,554,4,directed
61,555,7,directed
61,557,17,directed
62,7,63,directed
62,14,4,directed
62,16,5,directed
62,24,2,directed
62,28,10,directed
62,43,2,directed
62,48,1,directed
62,54,14,directed
62,61,1,directed
62,69,1,directed
62,71,2,directed
62,82,9,directed
62,87,7,directed
62,97,105,directed
62,107,23,directed
62,112,5,directed
62,134,8,directed
62,141,2,directed
62,152,7,directed
62,158,2,directed
62,164,2,directed
62,169,1,directed
62,170,2,directed
62,174,4,directed
62,177,1,directed
62,183,1,directed
62,184,1,directed
62,194,1,directed
62,197,3,directed
62,199,2,directed
62,205,1,directed
62,225,1,directed
62,227,8,directed
62,228,6,directed
62,233,11,directed
62,237,1,directed
62,241,4,directed
62,251,16,directed
62,256,1,directed
62,258,3,directed
62,263,6,directed
62,270,1,directed
62,276,190,directed
62,277,2,directed
62,278,1,directed
62,284,15,directed
62,287,7,directed
62,306,1,directed
62,319,1,directed
62,343,4,directed
62,347,2,directed
62,361,1,directed
62,383,3,directed
62,396,1,directed
62,397,1,directed
62,406,2,directed
62,409,2,directed
62,425,3,directed
62,428,1,directed
62,434,1,directed
62,445,1,directed
62,450,1,directed
62,452,1,directed
62,453,13,directed
62,456,6,directed
62,463,6,directed
62,476,5,directed
62,478,8,directed
62,481,6,directed
62,484,1,directed
62,485,20,directed
62,488,2,directed
62,493,3,directed
62,499,1,directed
62,503,10,directed
62,517,2,directed
62,519,3,directed
62,544,10,directed
62,545,18,directed
62,546,10,directed
62,547,19,directed
62,548,12,directed
62,549,7,directed
62,551,23,directed
62,552,22,directed
62,553,10,directed
62,554,852,directed
62,555,28,directed
62,557,63,directed
63,263,1,directed
63,276,1,directed
63,551,1,directed
63,552,1,directed
63,555,1,directed
64,456,2,directed
64,544,2,directed
65,7,1,directed
65,16,1,directed
65,45,3,directed
65,65,3,directed
65,71,7,directed
65,73,2,directed
65,97,4,directed
65,114,2,directed
65,171,1,directed
65,176,1,directed
65,190,2,directed
65,198,1,directed
65,216,2,directed
65,227,1,directed
65,263,3,directed
65,274,1,directed
65,276,3,directed
65,287,11,directed
65,344,1,directed
65,353,4,directed
65,360,3,directed
65,364,2,directed
65,370,1,directed
